Unnamed: 0,BTC,ETH,XRP,BCH,ADA,LTC,XEM,XLM,EOS,NEO,MIOTA,DASH,XMR,TRX,XTZ,DOGE,ETC,VEN,USDT,BNB
2020-07-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-04,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-04,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2020-09-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2020-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-11-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-11-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-11-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
2020-11-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-12-01,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020-12-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2020-12-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-12-09,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
2020-12-10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2020-12-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2020-12-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-12-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-12-14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2020-12-15,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0
2020-12-16,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
2020-12-17,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
2020-12-18,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
2020-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
2020-12-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2020-12-22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-12-23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
2020-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-12-27,2,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2020-12-28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-29,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-12-30,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-12-31,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-01-01,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2021-01-02,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
2021-01-03,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
2021-01-04,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2021-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-01-07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2021-01-09,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2021-01-10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-01-11,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0
2021-01-12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-01-13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2021-01-14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-01-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2021-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-01-22,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2021-01-23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-25,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
2021-01-26,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-01-27,21,14,23,0,2,0,0,3,0,0,0,0,0,1,0,45,6,0,0,0
2021-01-28,90,32,109,0,5,1,0,26,1,2,0,2,0,7,0,1631,32,0,2,0
2021-01-29,89,28,155,7,11,2,0,53,2,1,2,2,1,76,1,2063,14,0,2,0
2021-01-30,39,13,352,1,15,2,0,31,2,1,0,2,2,15,1,470,7,0,2,0
2021-01-31,23,14,289,1,7,1,0,27,3,1,0,0,0,5,0,235,3,0,0,2
2021-02-01,28,12,349,2,10,4,1,27,0,2,1,1,0,11,0,157,13,0,0,0
2021-02-02,24,12,56,0,22,3,0,9,4,0,0,1,0,4,2,87,7,0,0,0
2021-02-03,22,9,29,0,2,2,0,8,2,2,0,0,0,7,0,106,1,0,2,0
2021-02-04,3,13,20,1,2,1,0,7,1,0,1,0,0,2,0,239,1,0,1,0
2021-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2021-02-08,1,0,3,0,2,0,0,3,0,0,1,0,0,1,0,16,1,0,0,1
2021-02-09,1,0,3,1,3,0,0,4,2,0,0,5,0,6,0,0,0,0,1,1
2021-02-10,0,0,11,0,9,0,0,2,1,0,0,0,0,2,0,0,1,0,0,2
2021-02-11,0,0,8,0,11,1,0,6,1,0,2,0,1,11,1,0,5,0,0,0
2021-02-12,0,0,10,1,4,1,0,4,0,0,0,2,2,5,2,0,1,0,0,0
2021-02-13,0,0,10,1,0,3,0,8,0,1,0,5,0,3,0,0,4,0,0,1
2021-02-14,0,0,1,3,3,2,0,6,0,0,0,3,1,0,0,0,2,0,0,3
2021-02-15,0,0,3,2,4,3,0,0,0,3,0,2,0,0,0,0,5,0,0,0
2021-02-16,0,0,2,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2021-02-17,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-02-18,1,0,3,0,1,0,0,4,0,0,0,2,0,2,0,0,0,0,0,1
2021-02-19,0,0,5,0,4,0,0,4,0,0,0,0,1,2,0,0,1,0,0,9
2021-02-20,0,0,2,1,9,1,0,0,0,0,0,16,0,3,0,0,1,0,0,7
2021-02-21,0,0,1,7,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
2021-02-22,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2021-02-23,0,0,4,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,3
2021-02-24,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
2021-02-25,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1
2021-02-26,1,0,1,0,5,1,0,0,0,0,0,7,0,0,0,0,1,0,0,0
2021-02-27,0,0,0,0,7,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
2021-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,0,0,1,0,3,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0
2021-03-04,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,0,0,3,0,6,0,0,2,0,0,0,20,0,0,0,0,0,0,0,1
2021-03-09,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2021-03-10,0,0,3,0,2,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0
2021-03-11,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,2,0,0,0
2021-03-12,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
2021-03-13,1,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0
2021-03-14,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
2021-03-15,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-16,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-28,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-03-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-03-31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-04-02,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2021-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-04-04,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-04-05,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2021-04-06,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2021-04-07,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,1
2021-04-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-09,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021-04-14,0,2,3,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2021-04-15,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-16,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0
2021-04-16,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0
2021-04-17,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2021-04-16,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0
2021-04-17,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2021-04-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2021-04-16,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0
2021-04-17,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2021-04-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2021-04-19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2021-04-16,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0
